AltitudeVariation,VehicleSpeedInstantaneous,VehicleSpeedAverage,VehicleSpeedVariation,LongitudinalAcceleration,EngineLoad,EngineCoolantTemperature,ManifoldAbsolutePressure,EngineRPM,MassAirFlow,IntakeAirTemperature,VerticalAcceleration,FuelConsumptionAverage,roadSurface,traffic,drivingStyle
-1.00,26.10,31.32,1.80,471,57.65,80,107,1686.5,15.41,32,-0.30,11.76,UnevenCondition,LowCongestionCondition,1
-0.70,29.70,31.81,3.60,251,0.00,80,109,1888,17.83,32,-0.45,11.77,UnevenCondition,LowCongestionCondition,1
-0.90,30.60,32.32,0.90,2.797,0.00,79,108,1000,8.88,32,-0.42,11.75,UnevenCondition,LowCongestionCondition,1
-0.10,33.30,32.88,2.70,3.813,0.00,79,103,1193.5,13.55,32,-0.24,11.76,UnevenCondition,LowCongestionCondition,1
-0.20,31.50,33.40,-1.80,331,84.31,79,105,1284,13.33,31,-0.18,11.77,UnevenCondition,LowCongestionCondition,1
-0.10,33.30,33.96,1.80,3.986,53.73,79,105,1367.5,11.08,31,-0.16,11.78,UnevenCondition,LowCongestionCondition,1
0.20,34.20,34.53,0.90,5.375,47.84,79,104,1404.5,11.11,31,-0.14,11.77,UnevenCondition,LowCongestionCondition,1
-0.10,35.10,35.05,0.90,7.456,42.75,79,104,1435.5,11.41,31,-0.19,11.76,UnevenCondition,LowCongestionCondition,1
-0.20,36.00,35.53,0.90,8.428,41.18,79,103,1460,11.44,31,-0.24,11.77,UnevenCondition,LowCongestionCondition,1
-0.70,36.00,35.89,0.00,7.413,16.47,79,104,1455,17.33,31,-0.13,11.79,UnevenCondition,LowCongestionCondition,1
-2.60,36.00,36.24,0.00,7.676,0.00,79,107,1439,17.36,31,-0.27,11.82,UnevenCondition,LowCongestionCondition,1
-3.00,35.10,36.55,-0.90,6.731,0.00,79,107,1421,17.41,31,-0.10,11.84,UnevenCondition,LowCongestionCondition,1
-4.90,35.10,36.82,0.00,5.327,0.00,78,107,1421,17.16,31,-0.03,11.86,UnevenCondition,LowCongestionCondition,1
-4.60,34.20,36.94,-0.90,3.547,0.00,78,107,1340,16.41,31,0.03,11.87,UnevenCondition,LowCongestionCondition,1
-5.30,32.40,37.03,-1.80,4.083,0.00,78,107,1241.5,16.41,31,0.02,11.87,UnevenCondition,LowCongestionCondition,1
-5.10,29.70,37.09,-2.70,0.45,2.75,78,106,1149.5,15.08,31,0.02,11.88,UnevenCondition,LowCongestionCondition,1
-4.60,27.90,37.02,-1.80,5.533,5.88,79,105,1099.5,11.97,31,-0.11,11.92,UnevenCondition,LowCongestionCondition,1
-4.40,27.00,36.91,-0.90,6.137,6.27,79,104,1071,9.72,31,-0.25,11.92,UnevenCondition,LowCongestionCondition,1
-4.40,26.10,36.75,-0.90,805,7.45,79,103,1071,9.24,31,-0.26,11.92,UnevenCondition,LowCongestionCondition,1
-3.30,25.20,36.55,-0.90,9.668,10.98,79,103,1038.5,8.19,31,-0.43,11.91,UnevenCondition,LowCongestionCondition,1
-2.40,25.20,36.36,0.00,1.2015,29.41,79,103,842.5,5.52,31,-0.51,11.87,UnevenCondition,LowCongestionCondition,1
-0.40,24.30,36.16,-0.90,1.0259,36.47,79,103,758.5,5.19,31,-0.54,11.83,UnevenCondition,LowCongestionCondition,1
0.70,24.30,35.95,0.00,1.0405,28.63,79,103,736,4.47,32,-0.57,11.78,UnevenCondition,LowCongestionCondition,1
1.60,22.50,35.70,-1.80,1.1007,31.37,79,103,756.5,4.36,32,-0.76,11.82,UnevenCondition,LowCongestionCondition,1
1.00,20.70,35.38,-1.80,1.237,30.59,79,103,752.5,4.24,32,-0.84,11.91,UnevenCondition,LowCongestionCondition,1
0.20,18.00,34.99,-2.70,1.3737,30.59,79,103,751.5,4.22,32,-0.93,12.01,UnevenCondition,LowCongestionCondition,1
0.60,14.40,34.51,-3.60,1.3604,31.76,79,103,751,4.27,32,-0.97,12.12,UnevenCondition,LowCongestionCondition,1
1.10,11.70,33.96,-2.70,1.407,30.20,79,103,751,4.22,32,-1.04,12.23,UnevenCondition,LowCongestionCondition,1
1.40,9.00,33.36,-2.70,1.3239,30.20,79,103,753.5,04.08,33,-1.06,12.33,UnevenCondition,LowCongestionCondition,1
0.20,6.30,32.74,-2.70,1.4946,30.20,79,103,750,4.33,33,-1.08,12.44,UnevenCondition,LowCongestionCondition,1
-0.60,6.30,32.14,0.00,1.5482,29.41,79,103,755.5,4.33,33,-0.90,12.56,UnevenCondition,LowCongestionCondition,1
-1.90,0.00,31.45,-6.30,1.6016,30.98,79,103,751,4.27,33,-1.01,12.69,UnevenCondition,LowCongestionCondition,1
-1.80,0.00,30.76,0.00,1.6051,30.98,79,103,747,4.33,33,-1.00,12.69,UnevenCondition,LowCongestionCondition,1
-1.30,0.00,30.09,0.00,1.6297,31.37,79,103,753,4.38,33,-0.95,12.69,UnevenCondition,LowCongestionCondition,1
-0.60,0.00,29.38,0.00,1.6,31.37,79,103,754,4.27,33,-0.89,12.69,UnevenCondition,LowCongestionCondition,1
-0.90,0.00,28.63,0.00,1.5643,32.16,79,103,756.5,4.30,33,-0.85,12.69,UnevenCondition,LowCongestionCondition,1
-0.90,0.00,27.85,0.00,1.587,30.59,79,103,750.5,4.30,33,-0.79,12.69,UnevenCondition,LowCongestionCondition,1
-0.90,0.00,27.07,0.00,1.6279,31.76,79,103,750.5,4.38,33,-0.73,12.69,UnevenCondition,LowCongestionCondition,1
-0.60,0.00,26.28,0.00,1.5077,30.59,79,103,755.5,4.22,33,-0.73,12.69,UnevenCondition,LowCongestionCondition,1
-0.70,0.00,25.45,0.00,1.3561,30.59,79,103,755.5,4.24,33,-0.67,12.69,UnevenCondition,LowCongestionCondition,1
-0.30,0.00,24.63,0.00,1.3837,31.37,79,103,750.5,4.27,33,-0.67,12.69,UnevenCondition,LowCongestionCondition,1
-0.50,0.00,23.82,0.00,1.3722,31.37,79,103,752,4.24,33,-0.68,12.69,UnevenCondition,LowCongestionCondition,1
-0.70,0.00,23.02,0.00,1.323,31.76,79,103,747.5,4.30,33,-0.67,12.69,UnevenCondition,LowCongestionCondition,1
-0.80,0.00,22.24,0.00,1.3003,31.76,79,103,749,4.22,33,-0.62,12.69,UnevenCondition,LowCongestionCondition,1
-0.70,0.00,21.48,0.00,1.2549,30.59,79,103,755,4.24,33,-0.56,12.69,UnevenCondition,LowCongestionCondition,1
-0.60,0.00,20.73,0.00,1.1221,30.59,79,103,750,4.27,33,-0.50,12.69,UnevenCondition,LowCongestionCondition,1
-0.50,0.00,19.99,0.00,1.071,30.59,79,103,754,4.30,33,-0.44,12.69,UnevenCondition,LowCongestionCondition,1
-0.30,0.00,19.26,0.00,9.917,31.37,79,103,753,4.27,33,-0.39,12.69,UnevenCondition,LowCongestionCondition,1
-0.20,0.00,18.55,0.00,9.145,31.37,79,103,751.5,4.19,33,-0.34,12.69,UnevenCondition,LowCongestionCondition,1
-0.10,0.00,17.86,0.00,8.122,31.76,79,103,753.5,4.30,33,-0.33,12.69,UnevenCondition,LowCongestionCondition,1
-0.10,0.00,17.22,0.00,7.004,30.98,79,103,750.5,4.30,33,-0.28,12.69,UnevenCondition,LowCongestionCondition,1
0.00,0.00,16.63,0.00,6.724,30.98,79,103,751,4.36,33,-0.24,12.69,UnevenCondition,LowCongestionCondition,1
0.00,0.00,16.12,0.00,648,30.59,79,103,753.5,4.33,33,-0.23,12.69,UnevenCondition,LowCongestionCondition,1
0.00,0.00,15.69,0.00,683,30.98,79,103,750.5,4.36,33,-0.22,12.69,UnevenCondition,LowCongestionCondition,1
0.00,0.00,15.34,0.00,6.779,32.16,79,103,755.5,4.41,33,-0.22,12.69,UnevenCondition,LowCongestionCondition,1
0.00,0.00,15.03,0.00,7.043,31.37,79,103,756.5,4.41,33,-0.21,12.69,UnevenCondition,LowCongestionCondition,1
0.00,0.00,14.73,0.00,6.676,50.59,79,103,667.5,4.24,33,-0.13,12.69,UnevenCondition,LowCongestionCondition,1
0.10,1.80,14.43,1.80,5.523,65.88,79,103,718.5,4.49,33,-0.05,12.69,UnevenCondition,LowCongestionCondition,1
-0.80,6.30,14.16,4.50,4.546,87.45,79,102,1050,5.16,34,0.05,12.81,UnevenCondition,LowCongestionCondition,1
-1.00,6.30,13.86,0.00,3.425,54.90,79,104,1644.5,11.30,33,0.11,12.92,UnevenCondition,LowCongestionCondition,1
-1.40,13.50,13.65,7.20,2.969,0.00,79,106,1644.5,15.08,32,0.14,12.94,UnevenCondition,LowCongestionCondition,1
-1.40,14.40,13.39,0.90,1.548,6.67,79,103,993,8.63,32,0.22,12.93,UnevenCondition,LowCongestionCondition,1
-1.50,15.30,13.14,0.90,67,89.02,79,103,1069,10.80,32,0.35,12.94,UnevenCondition,LowCongestionCondition,1
-1.60,17.10,12.87,1.80,1.127,24.31,79,108,1232.5,15.13,33,0.41,12.95,UnevenCondition,LowCongestionCondition,1
-0.50,23.40,12.73,6.30,1.489,0.00,79,107,1459.5,17.44,33,0.40,13.00,UnevenCondition,LowCongestionCondition,1
-0.70,22.50,12.55,-0.90,1.992,0.00,79,107,1390,16.63,32,0.40,13.05,UnevenCondition,LowCongestionCondition,1
-1.40,20.70,12.33,-1.80,1.828,0.00,79,107,1320,16.02,32,0.34,13.08,UnevenCondition,LowCongestionCondition,1
-0.50,19.80,12.07,-0.90,3.443,0.00,79,106,1242,15.08,32,0.41,13.09,UnevenCondition,LowCongestionCondition,1
-0.50,18.90,11.79,-0.90,403,0.00,79,106,1183.5,14.47,32,0.44,13.11,UnevenCondition,LowCongestionCondition,1
0.00,18.90,11.50,0.00,3.069,52.55,79,105,1215,11.27,32,0.50,13.12,UnevenCondition,LowCongestionCondition,1
-0.10,20.70,11.25,1.80,3.836,80.00,79,105,1366.5,15.38,32,0.52,13.14,UnevenCondition,LowCongestionCondition,1
-0.10,24.30,11.07,3.60,2.846,74.90,79,110,1587.5,17.27,33,0.58,13.16,UnevenCondition,LowCongestionCondition,1
1.10,27.90,10.95,3.60,2.597,59.22,79,113,1843,17.88,34,0.62,13.17,UnevenCondition,LowCongestionCondition,1
-3.90,37.80,37.57,2.70,9.941,28.63,79,105,1515.5,11.27,32,-0.14,10.53,UnevenCondition,LowCongestionCondition,1
-3.70,36.90,37.29,-0.90,961,0.78,79,106,1495,14.72,31,-0.10,10.57,UnevenCondition,LowCongestionCondition,1
-4.10,36.90,36.96,0.00,1.2988,25.10,79,105,1508,16.61,32,-0.15,10.61,UnevenCondition,LowCongestionCondition,1
-3.70,36.90,36.64,0.00,1.2576,0.00,79,107,1500,18.08,31,-0.19,10.64,UnevenCondition,LowCongestionCondition,1
-3.30,36.00,36.33,-0.90,1.0658,0.00,79,108,1460,17.72,31,-0.29,10.67,UnevenCondition,LowCongestionCondition,1
-3.90,35.10,36.03,-0.90,1.1211,0.00,79,108,1432,17.49,31,-0.33,10.71,UnevenCondition,LowCongestionCondition,1
-3.10,35.10,35.77,0.00,9.493,0.00,79,108,1403,17.49,32,-0.46,10.71,UnevenCondition,LowCongestionCondition,1
-2.90,34.20,35.50,-0.90,1.0107,0.00,79,107,1362.5,17.02,32,-0.50,10.74,UnevenCondition,LowCongestionCondition,1
-3.30,32.40,35.23,-1.80,1.1318,0.00,79,107,1276.5,16.52,31,-0.58,10.77,UnevenCondition,LowCongestionCondition,1
-2.40,30.60,34.95,-1.80,1.2506,1.96,79,106,1191,15.47,31,-0.65,10.79,UnevenCondition,LowCongestionCondition,1
-2.90,28.80,34.68,-1.80,1.1909,62.35,79,105,1196,14.52,31,-0.55,10.81,UnevenCondition,LowCongestionCondition,1
-3.20,30.60,34.53,1.80,8.394,86.67,79,106,1196,11.47,31,-0.55,10.82,UnevenCondition,LowCongestionCondition,1
-3.80,31.50,34.50,0.90,8.809,17.65,79,106,1286,13.47,31,-0.54,10.84,UnevenCondition,LowCongestionCondition,1
-4.00,32.40,34.60,0.90,9.015,0.00,79,106,1280.5,15.91,31,-0.59,10.86,UnevenCondition,LowCongestionCondition,1
-2.20,31.50,34.75,-0.90,9.533,9.41,79,106,1268,15.49,31,-0.64,10.89,UnevenCondition,LowCongestionCondition,1
-2.80,30.60,34.93,-0.90,8.486,28.24,79,106,836,6.69,31,-0.61,10.87,UnevenCondition,LowCongestionCondition,1
-2.00,29.70,35.11,-0.90,8.094,28.24,79,103,751.5,4.74,32,-0.65,10.83,UnevenCondition,LowCongestionCondition,1
-1.50,27.90,35.19,-1.80,9.317,28.24,79,103,752.5,4.27,32,-0.63,10.79,UnevenCondition,LowCongestionCondition,1
-1.50,25.20,35.13,-2.70,1.0706,29.41,79,103,754.5,4.16,32,-0.67,10.76,UnevenCondition,LowCongestionCondition,1
-1.40,20.70,34.95,-4.50,1.1413,32.16,79,103,751,04.02,33,-0.73,10.74,UnevenCondition,LowCongestionCondition,1
-1.00,16.20,34.68,-4.50,1.172,31.37,79,103,752.5,4.24,33,-0.78,10.74,UnevenCondition,LowCongestionCondition,1
-0.50,10.80,34.30,-5.40,1.285,31.76,79,103,750.5,4.19,33,-0.89,10.76,UnevenCondition,LowCongestionCondition,1
0.20,6.30,33.82,-4.50,1.242,30.59,79,103,749.5,4.36,33,-0.88,10.80,UnevenCondition,LowCongestionCondition,1
-0.70,3.60,33.28,-2.70,1.379,31.76,79,103,748,4.33,33,-0.90,10.88,UnevenCondition,LowCongestionCondition,1
0.50,0.00,32.67,-3.60,1.4479,29.41,79,103,756,4.38,33,-0.88,10.88,UnevenCondition,LowCongestionCondition,1
0.60,0.00,32.07,0.00,1.367,29.80,79,103,748.5,4.24,33,-0.87,10.88,UnevenCondition,LowCongestionCondition,1
1.10,0.00,31.42,0.00,1.3265,29.80,79,103,745.5,4.27,33,-0.82,10.88,UnevenCondition,LowCongestionCondition,1
1.10,0.00,30.75,0.00,1.2382,31.76,79,102,756,4.27,33,-0.78,10.88,UnevenCondition,LowCongestionCondition,1
1.20,0.00,30.04,0.00,1.121,31.37,79,103,747.5,4.27,33,-0.72,10.88,UnevenCondition,LowCongestionCondition,1
1.60,0.00,29.35,0.00,1.067,31.37,79,103,754.5,4.36,33,-0.67,10.88,UnevenCondition,LowCongestionCondition,1
1.60,0.00,28.68,0.00,1.1646,29.80,79,103,753.5,4.24,33,-0.75,10.88,UnevenCondition,LowCongestionCondition,1
1.30,0.00,28.02,0.00,1.4007,30.59,79,103,753.5,4.24,33,-0.78,10.88,UnevenCondition,LowCongestionCondition,1
1.90,0.00,27.39,0.00,1.3261,30.98,79,103,748.5,4.27,33,-0.75,10.88,UnevenCondition,LowCongestionCondition,1
1.30,0.00,26.76,0.00,1.292,30.98,79,103,753.5,4.36,33,-0.70,10.88,UnevenCondition,LowCongestionCondition,1
0.80,0.00,26.16,0.00,1.2613,30.59,79,103,750,4.27,33,-0.68,10.88,UnevenCondition,LowCongestionCondition,1
0.40,0.00,25.56,0.00,1.2099,31.76,79,103,751,4.27,33,-0.64,10.88,UnevenCondition,LowCongestionCondition,1
0.30,0.00,24.99,0.00,1.1737,31.76,79,103,753,4.30,33,-0.54,10.88,UnevenCondition,LowCongestionCondition,1
0.30,0.00,24.43,0.00,9.878,30.59,79,103,751.5,4.24,34,-0.50,10.88,UnevenCondition,LowCongestionCondition,1
0.00,0.00,23.89,0.00,8.785,30.59,79,103,748.5,4.41,34,-0.43,10.88,UnevenCondition,LowCongestionCondition,1
-0.10,0.00,23.37,0.00,7.808,30.59,79,103,752,4.33,34,-0.33,10.88,UnevenCondition,LowCongestionCondition,1
0.00,0.00,22.84,0.00,6.822,30.59,79,103,748.5,4.36,34,-0.22,10.88,UnevenCondition,LowCongestionCondition,1
-0.10,0.00,22.32,0.00,5.692,31.76,79,103,751,4.30,34,-0.16,10.88,UnevenCondition,LowCongestionCondition,1
-0.10,0.00,21.81,0.00,4.724,31.37,79,103,754.5,4.33,34,-0.11,10.88,UnevenCondition,LowCongestionCondition,1
0.00,0.00,21.31,0.00,3.783,32.55,79,103,765.5,4.30,34,-0.06,10.88,UnevenCondition,LowCongestionCondition,1
0.00,0.00,20.83,0.00,3.551,29.41,79,103,748,3.77,34,-0.04,10.88,UnevenCondition,LowCongestionCondition,1
0.00,0.00,20.31,0.00,3.863,38.43,79,103,800.5,4.58,34,-0.04,10.88,UnevenCondition,LowCongestionCondition,1
0.30,0.00,19.72,0.00,334,29.02,79,103,756,3.99,34,-0.01,10.88,UnevenCondition,LowCongestionCondition,1
-0.20,0.00,19.09,0.00,1.548,67.84,79,103,701.5,4.86,34,0.10,10.95,UnevenCondition,LowCongestionCondition,1
-0.10,3.60,18.48,3.60,4,87.06,79,102,818.5,4.86,34,0.23,10.95,UnevenCondition,LowCongestionCondition,1
-0.40,7.20,17.91,3.60,313,70.59,79,106,1565,9.22,34,0.27,11.02,UnevenCondition,LowCongestionCondition,1
-1.00,14.40,17.47,7.20,863,0.00,79,106,1362,16.05,33,0.29,11.08,UnevenCondition,LowCongestionCondition,1
-0.90,15.30,17.02,0.90,52,34.12,79,105,1055.5,12.83,33,0.35,11.14,UnevenCondition,LowCongestionCondition,1
-0.90,16.20,16.60,0.90,399,87.84,79,111,1337,12.44,33,0.44,11.18,UnevenCondition,LowCongestionCondition,1
-2.10,18.90,16.24,2.70,-1.193,74.51,79,115,1337,16.94,34,0.56,11.22,UnevenCondition,LowCongestionCondition,1
-2.40,27.00,16.03,8.10,-2.722,67.06,79,120,1643,18.55,35,0.62,11.27,UnevenCondition,LowCongestionCondition,1
-2.80,27.00,15.84,0.00,-172,0.00,79,120,1881,20.66,36,0.60,11.32,UnevenCondition,LowCongestionCondition,1
-3.10,26.10,15.66,-0.90,-1.351,27.84,79,112,1590.5,15.41,36,0.59,11.36,UnevenCondition,LowCongestionCondition,1
-3.00,32.40,15.60,6.30,-2.758,85.10,79,106,1189,12.30,35,0.61,11.37,UnevenCondition,LowCongestionCondition,1
-2.80,33.30,15.57,0.90,-4.323,71.37,79,106,1363,14.99,34,0.66,11.41,UnevenCondition,LowCongestionCondition,1
-2.20,36.00,15.58,2.70,-4.795,71.37,79,109,1466.5,15.19,33,0.64,11.43,UnevenCondition,LowCongestionCondition,1
-2.90,36.90,15.57,0.90,-5.873,18.82,79,106,1479.5,18.16,33,0.67,11.46,UnevenCondition,LowCongestionCondition,1
-2.10,36.90,15.57,0.00,-4.992,0.00,79,108,1477,18.02,32,0.66,11.50,UnevenCondition,LowCongestionCondition,1
-0.70,36.00,15.55,-0.90,-4.049,23.92,79,107,1476,13.97,33,0.62,11.51,UnevenCondition,LowCongestionCondition,1
-0.90,36.90,15.55,0.90,-4.925,41.96,79,106,1524.5,12.58,33,0.65,11.52,UnevenCondition,LowCongestionCondition,1
-1.00,37.80,15.58,0.90,-5.831,37.65,79,104,1547,12.55,32,0.70,11.52,UnevenCondition,LowCongestionCondition,1
-0.80,39.60,15.66,1.80,-7.589,65.88,79,108,1627,16.80,32,0.71,11.54,UnevenCondition,LowCongestionCondition,1
-0.90,41.40,15.76,1.80,-7.734,65.10,79,111,1731,16.86,33,0.68,11.55,UnevenCondition,LowCongestionCondition,1
-1.00,43.20,15.91,1.80,-6.138,62.35,79,111,1794,17.30,33,0.55,11.57,UnevenCondition,LowCongestionCondition,1
-1.30,45.00,16.12,1.80,-3.935,5.49,79,109,1815,22.99,33,0.36,11.60,UnevenCondition,LowCongestionCondition,1
-0.80,45.00,16.36,0.00,-4.029,0.00,79,111,1772.5,22.72,33,0.27,11.63,UnevenCondition,LowCongestionCondition,1
-1.60,43.20,16.60,-1.80,-4.491,0.00,79,111,1716,22.02,33,0.21,11.75,UnevenCondition,LowCongestionCondition,1
-2.00,42.30,16.80,-0.90,-4.112,0.00,79,110,1667.5,22.02,33,0.11,11.91,UnevenCondition,LowCongestionCondition,1
-1.20,41.40,16.96,-0.90,-3.814,51.37,79,108,1679.5,21.16,33,0.00,11.91,UnevenCondition,LowCongestionCondition,1
-0.90,41.40,17.11,0.00,-189,6.27,79,107,1674,14.88,33,-0.19,12.05,UnevenCondition,LowCongestionCondition,1
-0.40,40.50,17.26,-0.90,-2.373,46.67,79,110,1669,20.61,32,-0.15,12.18,UnevenCondition,LowCongestionCondition,1
-0.60,42.30,17.46,1.80,-3.207,76.08,79,122,1669,19.47,33,-0.06,12.29,UnevenCondition,LowCongestionCondition,1
-1.10,45.00,17.71,2.70,-3.725,62.35,79,122,1803,20.63,35,-0.07,12.29,UnevenCondition,LowCongestionCondition,1
-0.90,46.80,18.03,1.80,-239,0.00,79,109,1899,19.83,37,-0.08,12.29,UnevenCondition,LowCongestionCondition,1
-1.10,46.80,18.39,0.00,-3.413,87.84,79,109,916,14.74,35,-0.11,12.27,UnevenCondition,LowCongestionCondition,1
-1.40,47.70,18.84,0.90,-535,78.04,79,114,1403,18.69,34,0.04,12.27,UnevenCondition,LowCongestionCondition,1
-1.40,49.50,19.39,1.80,-4.312,3.14,79,120,1474,15.91,36,0.04,12.25,UnevenCondition,LowCongestionCondition,1
-2.10,49.50,20.04,0.00,-5.011,0.00,79,109,1466.5,17.80,34,0.04,12.25,UnevenCondition,LowCongestionCondition,1
-2.30,48.60,20.74,-0.90,-7.889,0.00,79,108,1411.5,17.19,33,0.27,12.23,UnevenCondition,LowCongestionCondition,1
-2.20,47.70,21.48,-0.90,-6.701,0.00,79,107,1378.5,16.88,32,0.21,12.21,UnevenCondition,LowCongestionCondition,1
-1.50,46.80,22.26,-0.90,-7.014,0.00,79,107,1363.5,16.72,32,0.07,12.19,UnevenCondition,LowCongestionCondition,1
-0.20,45.90,23.02,-0.90,-5.887,0.00,79,107,1341.5,16.33,32,0.02,12.17,UnevenCondition,LowCongestionCondition,1
0.10,45.00,23.77,-0.90,-5.987,0.00,79,107,1315.5,16.11,32,0.02,12.15,UnevenCondition,LowCongestionCondition,1
-0.90,29.70,41.59,0.00,2.333,75.29,79,107,1214,14.13,34,0.09,9.21,UnevenCondition,NormalCongestionCondition,1
-0.40,31.50,41.59,1.80,2.191,78.04,79,110,1310.5,14.11,34,0.13,9.22,UnevenCondition,NormalCongestionCondition,1
-0.40,33.30,41.67,1.80,159,27.84,79,106,1335,15.86,34,0.17,9.23,UnevenCondition,NormalCongestionCondition,1
-1.00,32.40,41.80,-0.90,1.569,0.00,78,107,1292.5,15.52,34,0.09,9.24,UnevenCondition,NormalCongestionCondition,1
-0.80,31.50,41.91,-0.90,2.536,24.31,78,106,1257,9.83,33,0.19,9.24,UnevenCondition,NormalCongestionCondition,1
0.60,31.50,42.01,0.00,2.806,62.35,78,104,1274,10.19,33,0.21,9.24,UnevenCondition,NormalCongestionCondition,1
-0.10,31.50,42.07,0.00,2.928,12.55,78,105,1267,15.05,33,0.14,9.26,UnevenCondition,NormalCongestionCondition,1
0.50,31.50,42.07,0.00,344,1.57,78,106,1196.5,14.55,33,0.14,9.27,UnevenCondition,NormalCongestionCondition,1
0.90,29.70,41.98,-1.80,3.183,3.14,78,106,1123,13.36,33,-0.05,9.28,UnevenCondition,NormalCongestionCondition,1
0.30,24.30,41.73,-5.40,3.879,5.88,78,105,1064.5,13.36,33,-0.13,9.28,UnevenCondition,NormalCongestionCondition,1
-0.40,24.30,41.40,0.00,5.165,25.10,79,104,871,8.74,33,-0.24,9.29,UnevenCondition,NormalCongestionCondition,1
-1.40,19.80,40.99,-4.50,5.383,43.92,79,103,961,5.36,33,-0.30,9.28,UnevenCondition,LowCongestionCondition,1
-0.80,18.00,40.47,-1.80,4.736,0.78,79,103,1116.5,5.44,34,-0.23,9.29,UnevenCondition,LowCongestionCondition,1
-2.10,18.00,39.93,0.00,3.956,91.76,79,113,1355,11.24,33,-0.17,9.31,UnevenCondition,LowCongestionCondition,1
-2.80,20.70,39.37,2.70,4.268,77.65,79,123,1355,18.16,34,-0.05,9.34,UnevenCondition,LowCongestionCondition,1
-2.60,26.10,38.92,5.40,4.136,71.76,79,128,1675.5,20.19,37,0.04,9.37,UnevenCondition,LowCongestionCondition,1
-2.90,29.70,38.53,3.60,7.458,6.27,79,128,1933,22.86,40,0.06,9.40,UnevenCondition,LowCongestionCondition,1
-2.60,33.30,38.14,3.60,8.354,14.90,79,119,1817.5,17.86,40,-0.02,9.42,UnevenCondition,LowCongestionCondition,1
-1.60,33.30,37.72,0.00,7.233,84.31,79,107,1293,11.66,37,0.04,9.43,UnevenCondition,LowCongestionCondition,1
-1.30,35.10,37.33,1.80,8.337,82.75,79,118,1439,19.86,37,-0.08,9.45,UnevenCondition,LowCongestionCondition,1
-0.60,38.70,36.97,3.60,6.223,82.75,79,130,1581.5,22.13,40,-0.09,9.48,UnevenCondition,LowCongestionCondition,1
-0.90,42.30,36.67,3.60,4.845,81.57,79,136,1722,24.11,43,-0.08,9.50,UnevenCondition,LowCongestionCondition,1
0.90,45.90,36.46,3.60,5.377,80.39,79,140,1896.5,25.27,45,-0.07,9.52,UnevenCondition,LowCongestionCondition,1
1.30,48.60,36.30,2.70,4.502,76.86,79,141,2006.5,27.02,46,0.02,9.55,UnevenCondition,LowCongestionCondition,1
1.60,49.50,36.12,0.90,3.789,0.00,79,113,1027,8.99,42,-0.01,9.52,UnevenCondition,LowCongestionCondition,1
1.60,48.60,35.92,-0.90,385,86.67,79,108,1452,18.77,39,-0.07,9.53,UnevenCondition,LowCongestionCondition,1
1.40,50.40,35.76,1.80,606,85.49,79,128,1514.5,21.11,40,-0.02,9.54,UnevenCondition,LowCongestionCondition,1
0.40,47.70,35.53,-2.70,197,82.35,79,131,1579.5,21.08,42,0.14,9.56,UnevenCondition,LowCongestionCondition,1
0.50,54.00,35.41,6.30,707,80.78,79,131,1641,20.69,43,0.32,9.57,UnevenCondition,LowCongestionCondition,1
1.60,56.70,35.37,2.70,-654,37.65,79,115,1662.5,19.94,43,0.43,9.58,UnevenCondition,LowCongestionCondition,1
0.80,55.80,35.31,-0.90,-5.544,1.18,79,111,1627.5,19.94,41,0.58,9.58,UnevenCondition,LowCongestionCondition,1
0.50,54.90,35.25,-0.90,-4.115,0.00,79,110,1582.5,20.13,38,0.62,9.59,UnevenCondition,LowCongestionCondition,1
1.30,53.10,35.17,-1.80,-329,0.00,79,110,1540.5,19.55,36,0.55,9.60,UnevenCondition,LowCongestionCondition,1
1.40,50.40,35.07,-2.70,-635,0.00,79,109,1485.5,18.61,35,0.53,9.61,UnevenCondition,LowCongestionCondition,1
1.60,50.40,34.99,0.00,42,0.00,79,109,1442.5,17.97,35,0.40,9.62,UnevenCondition,LowCongestionCondition,1
2.10,48.60,34.90,-1.80,1.427,0.00,79,108,1442.5,17.41,34,0.28,9.63,UnevenCondition,LowCongestionCondition,1
3.70,47.70,34.84,-0.90,866,24.31,80,106,1401.5,14.83,34,0.19,9.63,UnevenCondition,LowCongestionCondition,1
3.40,45.00,34.80,-2.70,1.092,26.27,80,106,782,5.47,34,0.11,9.56,UnevenCondition,LowCongestionCondition,1
1.70,39.60,34.72,-5.40,2.429,30.20,80,103,747.5,4.61,35,-0.06,9.48,UnevenCondition,LowCongestionCondition,1
1.30,33.30,34.62,-6.30,2.276,28.24,80,103,757.5,4.13,35,-0.13,9.42,UnevenCondition,LowCongestionCondition,1
0.00,26.10,34.48,-7.20,5.162,31.37,80,103,752,04.08,35,-0.33,9.38,UnevenCondition,LowCongestionCondition,1
-0.70,22.50,34.35,-3.60,7.267,31.37,80,102,743.5,4.16,35,-0.41,9.37,UnevenCondition,LowCongestionCondition,1
-1.60,19.80,34.23,-2.70,8.006,3.92,80,101,977,13.66,35,-0.50,9.40,UnevenCondition,LowCongestionCondition,1
-1.70,18.90,34.11,-0.90,5.954,47.06,80,104,1244,15.41,34,-0.40,9.43,UnevenCondition,LowCongestionCondition,1
-2.60,23.40,34.06,4.50,5.185,80.00,80,119,1555,19.86,36,-0.35,9.47,UnevenCondition,LowCongestionCondition,1
